"","Familysur","Title","PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","TicketFreq","FareAdj","FamilySize","FP","wc","FA","Surname","GroupId","Color","GroupFreq","TicketId","FS","group"
"331",1,"woman",331,1,3,"McCoy, Miss. Agnes","female",24.063829787234,2,0,"367226",23.25,"","Q",3,7.75,3,108.75,2,24.063829787234,"McCoy","McCoy-3-36722X-23.25-Q",1,2,"3-36722X-23.25-Q",1,1
"332",0,"man",332,0,1,"Partner, Mr. Austen","male",45.5,0,0,"113043",28.5,"C124","S",1,28.5,1,329.5,0,45.5,"Partner","noGroup",0,782,"1-11304X-28.5-S",0.5,0
"333",1,"man",333,0,1,"Graham, Mr. George Edward","male",38,0,1,"PC 17582",153.4625,"C91","S",3,51.1541666666667,2,352.154166666667,0,38,"Graham","noGroup",0,782,"1-PC 1758X-153.4625-S",0.5,0
"334",0,"man",334,0,3,"Vander Planke, Mr. Leo Edmondus","male",16,2,0,"345764",18,"","S",2,9,3,110,0,16,"Vander Planke","noGroup",0,782,"3-34576X-18-S",0.5,0
"335",1,"woman",335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)","female",42.0173267326733,1,0,"PC 17611",133.65,"","S",2,66.825,2,367.825,2,42.0173267326733,"Frauenthal","noGroup",1,1,"1-PC 1761X-133.65-S",0.5,2
"336",0,"man",336,0,3,"Denkoff, Mr. Mitto","male",30.1516245487365,0,0,"349225",7.8958,"","S",1,7.8958,1,108.8958,0,30.1516245487365,"Denkoff","noGroup",0,782,"3-34922X-7.8958-S",0.5,0
"337",0,"man",337,0,1,"Pears, Mr. Thomas Clinton","male",29,1,0,"113776",66.6,"C2","S",2,33.3,2,334.3,0,29,"Pears","noGroup",0,782,"1-11377X-66.6-S",0.5,0
"338",1,"woman",338,1,1,"Burns, Miss. Elizabeth Margaret","female",41,0,0,"16966",134.5,"E40","C",5,26.9,1,327.9,2,41,"Burns","Spedden-1-1696X-134.5-C",2,1,"1-1696X-134.5-C",1,1
"339",1,"man",339,1,3,"Dahl, Mr. Karl Edwart","male",45,0,0,"7598",8.05,"","S",1,8.05,1,109.05,0,45,"Dahl","noGroup",1,782,"3-759X-8.05-S",0.5,0
"340",0,"man",340,0,1,"Blackwell, Mr. Stephen Weart","male",45,0,0,"113784",35.5,"T","S",1,35.5,1,336.5,0,45,"Blackwell","noGroup",0,782,"1-11378X-35.5-S",0.5,0
"341",1,"boy",341,1,2,"Navratil, Master. Edmond Roger","male",2,1,1,"230080",26,"F2","S",3,8.66666666666667,3,209.666666666667,1,-2,"Navratil","Navratil-2-23008X-26-S",1,2,"2-23008X-26-S",1,1
"342",0,"woman",342,1,1,"Fortune, Miss. Alice Elizabeth","female",24,3,2,"19950",263,"C23 C25 C27","S",6,43.8333333333333,6,344.833333333333,2,24,"Fortune","Fortune-1-1995X-263-S",1,4,"1-1995X-263-S",1,1
"343",0,"man",343,0,2,"Collander, Mr. Erik Gustaf","male",28,0,0,"248740",13,"","S",1,13,1,214,0,28,"Collander","noGroup",0,782,"2-24874X-13-S",0.5,0
"344",0,"man",344,0,2,"Sedgwick, Mr. Charles Frederick Waddington","male",25,0,0,"244361",13,"","S",1,13,1,214,0,25,"Sedgwick","noGroup",0,782,"2-24436X-13-S",0.5,0
"345",0,"man",345,0,2,"Fox, Mr. Stanley Hubert","male",36,0,0,"229236",13,"","S",1,13,1,214,0,36,"Fox","noGroup",0,782,"2-22923X-13-S",0.5,0
"346",1,"woman",346,1,2,"Brown, Miss. Amelia ""Mildred""","female",24,0,0,"248733",13,"F33","S",1,13,1,214,2,24,"Brown","noGroup",1,1,"2-24873X-13-S",0.5,2
"347",1,"woman",347,1,2,"Smith, Miss. Marion Elsie","female",40,0,0,"31418",13,"","S",1,13,1,214,2,40,"Smith","noGroup",1,1,"2-3141X-13-S",0.5,2
"348",1,"woman",348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)","female",30.1516245487365,1,0,"386525",16.1,"","S",2,8.05,2,109.05,2,30.1516245487365,"Davison","noGroup",1,1,"3-38652X-16.1-S",0.5,2
"349",1,"boy",349,1,3,"Coutts, Master. William Loch ""William""","male",3,1,1,"C.A. 37671",15.9,"","S",3,5.3,3,106.3,1,-3,"Coutts","Coutts-3-C.A. 3767X-15.9-S",1,3,"3-C.A. 3767X-15.9-S",1,1
"350",0,"man",350,0,3,"Dimic, Mr. Jovan","male",42,0,0,"315088",8.6625,"","S",1,8.6625,1,109.6625,0,42,"Dimic","noGroup",0,782,"3-31508X-8.6625-S",0.5,0
"351",0,"man",351,0,3,"Odahl, Mr. Nils Martin","male",23,0,0,"7267",9.225,"","S",1,9.225,1,110.225,0,23,"Odahl","noGroup",0,782,"3-726X-9.225-S",0.5,0
"352",0,"man",352,0,1,"Williams-Lambert, Mr. Fletcher Fellows","male",42.0173267326733,0,0,"113510",35,"C128","S",1,35,1,336,0,42.0173267326733,"Williams-Lambert","noGroup",0,782,"1-11351X-35-S",0.5,0
"353",0,"man",353,0,3,"Elias, Mr. Tannous","male",15,1,1,"2695",7.2292,"","C",1,7.2292,3,108.2292,1,-15,"Elias","noGroup",0,782,"3-269X-7.2292-C",0.5,0
"354",0,"man",354,0,3,"Arnold-Franchi, Mr. Josef","male",25,1,0,"349237",17.8,"","S",2,8.9,2,109.9,0,25,"Arnold-Franchi","noGroup",0,782,"3-34923X-17.8-S",0.5,0
"355",0,"man",355,0,3,"Yousif, Mr. Wazli","male",30.1516245487365,0,0,"2647",7.225,"","C",1,7.225,1,108.225,0,30.1516245487365,"Yousif","noGroup",0,782,"3-264X-7.225-C",0.5,0
"356",0,"man",356,0,3,"Vanden Steen, Mr. Leo Peter","male",28,0,0,"345783",9.5,"","S",1,9.5,1,110.5,0,28,"Vanden Steen","noGroup",0,782,"3-34578X-9.5-S",0.5,0
"357",1,"woman",357,1,1,"Bowerman, Miss. Elsie Edith","female",22,0,1,"113505",55,"E33","S",2,27.5,2,328.5,2,22,"Bowerman","noGroup",1,1,"1-11350X-55-S",0.5,2
"358",0,"woman",358,0,2,"Funk, Miss. Annie Clemmer","female",38,0,0,"237671",13,"","S",1,13,1,214,2,38,"Funk","noGroup",0,1,"2-23767X-13-S",0.5,2
"359",1,"woman",359,1,3,"McGovern, Miss. Mary","female",24.063829787234,0,0,"330931",7.8792,"","Q",1,7.8792,1,108.8792,2,24.063829787234,"McGovern","noGroup",1,1,"3-33093X-7.8792-Q",0.5,2
"360",1,"woman",360,1,3,"Mockler, Miss. Helen Mary ""Ellie""","female",24.063829787234,0,0,"330980",7.8792,"","Q",1,7.8792,1,108.8792,2,24.063829787234,"Mockler","noGroup",1,1,"3-33098X-7.8792-Q",0.5,2
"361",0,"man",361,0,3,"Skoog, Mr. Wilhelm","male",40,1,4,"347088",27.9,"","S",6,4.65,6,105.65,0,40,"Skoog","noGroup",0,782,"3-34708X-27.9-S",0.5,0
"362",0,"man",362,0,2,"del Carlo, Mr. Sebastiano","male",29,1,0,"SC/PARIS 2167",27.7208,"","C",2,13.8604,2,214.8604,0,29,"del Carlo","noGroup",0,782,"2-SC/PARIS 216X-27.7208-C",0.5,0
"363",0,"woman",363,0,3,"Barbara, Mrs. (Catherine David)","female",45,0,1,"2691",14.4542,"","C",2,7.2271,2,108.2271,2,45,"Barbara","Barbara-3-269X-14.4542-C",0,2,"3-269X-14.4542-C",0,1
"364",0,"man",364,0,3,"Asim, Mr. Adola","male",35,0,0,"SOTON/O.Q. 3101310",7.05,"","S",1,7.05,1,108.05,0,35,"Asim","noGroup",0,782,"3-SOTON/O.Q. 310131X-7.05-S",0.5,0
"365",0,"man",365,0,3,"O'Brien, Mr. Thomas","male",30.1516245487365,1,0,"370365",15.5,"","Q",2,7.75,2,108.75,0,30.1516245487365,"O'Brien","noGroup",0,782,"3-37036X-15.5-Q",0.5,0
"366",0,"man",366,0,3,"Adahl, Mr. Mauritz Nils Martin","male",30,0,0,"C 7076",7.25,"","S",1,7.25,1,108.25,0,30,"Adahl","noGroup",0,782,"3-C 707X-7.25-S",0.5,0
"367",1,"woman",367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)","female",60,1,0,"110813",75.25,"D37","C",2,37.625,2,338.625,2,60,"Warren","noGroup",1,1,"1-11081X-75.25-C",0.5,2
"368",1,"woman",368,1,3,"Moussa, Mrs. (Mantoura Boulos)","female",30.1516245487365,0,0,"2626",7.2292,"","C",1,7.2292,1,108.2292,2,30.1516245487365,"Moussa","noGroup",1,1,"3-262X-7.2292-C",0.5,2
"369",1,"woman",369,1,3,"Jermyn, Miss. Annie","female",24.063829787234,0,0,"14313",7.75,"","Q",1,7.75,1,108.75,2,24.063829787234,"Jermyn","noGroup",1,1,"3-1431X-7.75-Q",0.5,2
"370",1,"woman",370,1,1,"Aubart, Mme. Leontine Pauline","female",24,0,0,"PC 17477",69.3,"B35","C",2,34.65,1,335.65,2,24,"Aubart","noGroup",1,1,"1-PC 1747X-69.3-C",0.5,2
"371",1,"man",371,1,1,"Harder, Mr. George Achilles","male",25,1,0,"11765",55.4417,"E50","C",2,27.72085,2,328.72085,0,25,"Harder","noGroup",1,782,"1-1176X-55.4417-C",0.5,0
"372",0,"man",372,0,3,"Wiklund, Mr. Jakob Alfred","male",18,1,0,"3101267",6.4958,"","S",1,6.4958,2,107.4958,0,18,"Wiklund","noGroup",0,782,"3-310126X-6.4958-S",0.5,0
"373",0,"man",373,0,3,"Beavan, Mr. William Thomas","male",19,0,0,"323951",8.05,"","S",1,8.05,1,109.05,0,19,"Beavan","noGroup",0,782,"3-32395X-8.05-S",0.5,0
"374",1,"man",374,0,1,"Ringhini, Mr. Sante","male",22,0,0,"PC 17760",135.6333,"","C",4,33.908325,1,334.908325,0,22,"Ringhini","noGroup",0,782,"1-PC 1776X-135.6333-C",0.5,0
"375",0,"woman",375,0,3,"Palsson, Miss. Stina Viola","female",3,3,1,"349909",21.075,"","S",5,4.215,5,105.215,1,-3,"Palsson","Palsson-3-34990X-21.075-S",0,5,"3-34990X-21.075-S",0,1
"376",0,"woman",376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)","female",42.0173267326733,1,0,"PC 17604",82.1708,"","C",2,41.0854,2,342.0854,2,42.0173267326733,"Meyer","noGroup",1,1,"1-PC 1760X-82.1708-C",0.5,2
"377",1,"woman",377,1,3,"Landergren, Miss. Aurora Adelia","female",22,0,0,"C 7077",7.25,"","S",1,7.25,1,108.25,2,22,"Landergren","noGroup",1,1,"3-C 707X-7.25-S",0.5,2
"378",0,"man",378,0,1,"Widener, Mr. Harry Elkins","male",27,0,2,"113503",211.5,"C82","C",5,42.3,3,343.3,0,27,"Widener","noGroup",0,782,"1-11350X-211.5-C",0.5,0
"379",0,"man",379,0,3,"Betros, Mr. Tannous","male",20,0,0,"2648",4.0125,"","C",1,4.0125,1,105.0125,0,20,"Betros","noGroup",0,782,"3-264X-4.0125-C",0.5,0
"380",0,"man",380,0,3,"Gustafsson, Mr. Karl Gideon","male",19,0,0,"347069",7.775,"","S",1,7.775,1,108.775,0,19,"Gustafsson","noGroup",0,782,"3-34706X-7.775-S",0.5,0
"381",1,"woman",381,1,1,"Bidois, Miss. Rosalie","female",42,0,0,"PC 17757",227.525,"","C",5,45.505,1,346.505,2,42,"Bidois","noGroup",1,1,"1-PC 1775X-227.525-C",0.5,2
"382",1,"woman",382,1,3,"Nakid, Miss. Maria (""Mary"")","female",1,0,2,"2653",15.7417,"","C",3,5.24723333333333,3,106.247233333333,1,-1,"Nakid","Nakid-3-265X-15.7417-C",1,2,"3-265X-15.7417-C",1,1
"383",0,"man",383,0,3,"Tikkanen, Mr. Juho","male",32,0,0,"STON/O 2. 3101293",7.925,"","S",1,7.925,1,108.925,0,32,"Tikkanen","noGroup",0,782,"3-STON/O 2. 310129X-7.925-S",0.5,0
"384",0,"woman",384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)","female",35,1,0,"113789",52,"","S",2,26,2,327,2,35,"Holverson","noGroup",1,1,"1-11378X-52-S",0.5,2
"385",0,"man",385,0,3,"Plotcharsky, Mr. Vasil","male",30.1516245487365,0,0,"349227",7.8958,"","S",1,7.8958,1,108.8958,0,30.1516245487365,"Plotcharsky","noGroup",0,782,"3-34922X-7.8958-S",0.5,0
"386",0,"man",386,0,2,"Davies, Mr. Charles Henry","male",18,0,0,"S.O.C. 14879",73.5,"","S",7,10.5,1,211.5,0,18,"Davies","noGroup",0,782,"2-S.O.C. 1487X-73.5-S",0.5,0
"387",0,"boy",387,0,3,"Goodwin, Master. Sidney Leonard","male",1,5,2,"CA 2144",46.9,"","S",8,5.8625,8,106.8625,1,-1,"Goodwin","Goodwin-3-CA 214X-46.9-S",0,6,"3-CA 214X-46.9-S",0,1
"388",1,"woman",388,1,2,"Buss, Miss. Kate","female",36,0,0,"27849",13,"","S",1,13,1,214,2,36,"Buss","noGroup",1,1,"2-2784X-13-S",0.5,2
"389",0,"man",389,0,3,"Sadlier, Mr. Matthew","male",30.1516245487365,0,0,"367655",7.7292,"","Q",1,7.7292,1,108.7292,0,30.1516245487365,"Sadlier","noGroup",0,782,"3-36765X-7.7292-Q",0.5,0
"390",1,"woman",390,1,2,"Lehmann, Miss. Bertha","female",17,0,0,"SC 1748",12,"","C",1,12,1,213,2,17,"Lehmann","noGroup",1,1,"2-SC 174X-12-C",0.5,2
"391",1,"man",391,1,1,"Carter, Mr. William Ernest","male",36,1,2,"113760",120,"B96 B98","S",4,30,4,331,0,36,"Carter","noGroup",1,782,"1-11376X-120-S",0.5,0
"392",1,"man",392,1,3,"Jansson, Mr. Carl Olof","male",21,0,0,"350034",7.7958,"","S",1,7.7958,1,108.7958,0,21,"Jansson","noGroup",1,782,"3-35003X-7.7958-S",0.5,0
"393",0,"man",393,0,3,"Gustafsson, Mr. Johan Birger","male",28,2,0,"3101277",7.925,"","S",1,7.925,3,108.925,0,28,"Gustafsson","noGroup",0,782,"3-310127X-7.925-S",0.5,0
"394",1,"woman",394,1,1,"Newell, Miss. Marjorie","female",23,1,0,"35273",113.275,"D36","C",3,37.7583333333333,2,338.758333333333,2,23,"Newell","Newell-1-3527X-113.275-C",1,2,"1-3527X-113.275-C",1,1
"395",1,"woman",395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","female",24,0,2,"PP 9549",16.7,"G6","S",3,5.56666666666667,3,106.566666666667,2,24,"Sandstrom","Sandstrom-3-PP 954X-16.7-S",1,3,"3-PP 954X-16.7-S",1,1
"396",0,"man",396,0,3,"Johansson, Mr. Erik","male",22,0,0,"350052",7.7958,"","S",1,7.7958,1,108.7958,0,22,"Johansson","noGroup",0,782,"3-35005X-7.7958-S",0.5,0
"397",0,"woman",397,0,3,"Olsson, Miss. Elina","female",31,0,0,"350407",7.8542,"","S",1,7.8542,1,108.8542,2,31,"Olsson","noGroup",0,1,"3-35040X-7.8542-S",0.5,2
"398",0,"man",398,0,2,"McKane, Mr. Peter David","male",46,0,0,"28403",26,"","S",2,13,1,214,0,46,"McKane","noGroup",0,782,"2-2840X-26-S",0.5,0
"399",0,"man",399,0,2,"Pain, Dr. Alfred","male",23,0,0,"244278",10.5,"","S",1,10.5,1,211.5,0,23,"Pain","noGroup",0,782,"2-24427X-10.5-S",0.5,0
"400",1,"woman",400,1,2,"Trout, Mrs. William H (Jessie L)","female",28,0,0,"240929",12.65,"","S",1,12.65,1,213.65,2,28,"Trout","noGroup",1,1,"2-24092X-12.65-S",0.5,2
"401",1,"man",401,1,3,"Niskanen, Mr. Juha","male",39,0,0,"STON/O 2. 3101289",7.925,"","S",1,7.925,1,108.925,0,39,"Niskanen","noGroup",1,782,"3-STON/O 2. 310128X-7.925-S",0.5,0
"402",0,"man",402,0,3,"Adams, Mr. John","male",26,0,0,"341826",8.05,"","S",1,8.05,1,109.05,0,26,"Adams","noGroup",0,782,"3-34182X-8.05-S",0.5,0
"403",0,"woman",403,0,3,"Jussila, Miss. Mari Aina","female",21,1,0,"4137",9.825,"","S",1,9.825,2,110.825,2,21,"Jussila","Jussila-3-413X-9.825-S",0,2,"3-413X-9.825-S",0,1
"404",0,"man",404,0,3,"Hakkarainen, Mr. Pekka Pietari","male",28,1,0,"STON/O2. 3101279",15.85,"","S",2,7.925,2,108.925,0,28,"Hakkarainen","noGroup",0,782,"3-STON/O2. 310127X-15.85-S",0.5,0
"405",0,"woman",405,0,3,"Oreskovic, Miss. Marija","female",20,0,0,"315096",8.6625,"","S",1,8.6625,1,109.6625,2,20,"Oreskovic","noGroup",0,1,"3-31509X-8.6625-S",0.5,2
"406",0,"man",406,0,2,"Gale, Mr. Shadrach","male",34,1,0,"28664",21,"","S",2,10.5,2,211.5,0,34,"Gale","noGroup",0,782,"2-2866X-21-S",0.5,0
"407",0,"man",407,0,3,"Widegren, Mr. Carl/Charles Peter","male",51,0,0,"347064",7.75,"","S",1,7.75,1,108.75,0,51,"Widegren","noGroup",0,782,"3-34706X-7.75-S",0.5,0
"408",1,"boy",408,1,2,"Richards, Master. William Rowe","male",3,1,1,"29106",18.75,"","S",3,6.25,3,207.25,1,-3,"Richards","Richards-2-2910X-18.75-S",1,3,"2-2910X-18.75-S",1,1
"409",0,"man",409,0,3,"Birkeland, Mr. Hans Martin Monsen","male",21,0,0,"312992",7.775,"","S",1,7.775,1,108.775,0,21,"Birkeland","noGroup",0,782,"3-31299X-7.775-S",0.5,0
"410",0,"woman",410,0,3,"Lefebre, Miss. Ida","female",7.72877358490566,3,1,"4133",25.4667,"","S",5,5.09334,5,106.09334,1,-7.72877358490566,"Lefebre","Lefebre-3-413X-25.4667-S",0,5,"3-413X-25.4667-S",0,1
"411",0,"man",411,0,3,"Sdycoff, Mr. Todor","male",30.1516245487365,0,0,"349222",7.8958,"","S",1,7.8958,1,108.8958,0,30.1516245487365,"Sdycoff","noGroup",0,782,"3-34922X-7.8958-S",0.5,0
"412",0,"man",412,0,3,"Hart, Mr. Henry","male",30.1516245487365,0,0,"394140",6.8583,"","Q",1,6.8583,1,107.8583,0,30.1516245487365,"Hart","noGroup",0,782,"3-39414X-6.8583-Q",0.5,0
"413",0,"woman",413,1,1,"Minahan, Miss. Daisy E","female",33,1,0,"19928",90,"C78","Q",3,30,2,331,2,33,"Minahan","Minahan-1-1992X-90-Q",1,2,"1-1992X-90-Q",1,1
"414",0,"man",414,0,2,"Cunningham, Mr. Alfred Fleming","male",30.1516245487365,0,0,"239853",0,"","S",3,0,1,201,0,30.1516245487365,"Cunningham","noGroup",0,782,"2-23985X-0-S",0.5,0
"415",1,"man",415,1,3,"Sundman, Mr. Johan Julian","male",44,0,0,"STON/O 2. 3101269",7.925,"","S",1,7.925,1,108.925,0,44,"Sundman","noGroup",1,782,"3-STON/O 2. 310126X-7.925-S",0.5,0
"416",0,"woman",416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)","female",30.1516245487365,0,0,"343095",8.05,"","S",1,8.05,1,109.05,2,30.1516245487365,"Meek","noGroup",0,1,"3-34309X-8.05-S",0.5,2
"417",1,"woman",417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)","female",34,1,1,"28220",32.5,"","S",3,10.8333333333333,3,211.833333333333,2,34,"Drew","Drew-2-2822X-32.5-S",1,2,"2-2822X-32.5-S",1,1
"418",1,"woman",418,1,2,"Silven, Miss. Lyyli Karoliina","female",18,0,2,"250652",13,"","S",1,13,3,214,2,18,"Silven","noGroup",1,1,"2-25065X-13-S",0.5,2
"419",0,"man",419,0,2,"Matthews, Mr. William John","male",30,0,0,"28228",13,"","S",1,13,1,214,0,30,"Matthews","noGroup",0,782,"2-2822X-13-S",0.5,0
"420",0,"woman",420,0,3,"Van Impe, Miss. Catharina","female",10,0,2,"345773",24.15,"","S",3,8.05,3,109.05,1,-10,"Van Impe","Van Impe-3-34577X-24.15-S",0,2,"3-34577X-24.15-S",0,1
"421",0,"man",421,0,3,"Gheorgheff, Mr. Stanio","male",30.1516245487365,0,0,"349254",7.8958,"","C",1,7.8958,1,108.8958,0,30.1516245487365,"Gheorgheff","noGroup",0,782,"3-34925X-7.8958-C",0.5,0
"422",0,"man",422,0,3,"Charters, Mr. David","male",21,0,0,"A/5. 13032",7.7333,"","Q",1,7.7333,1,108.7333,0,21,"Charters","noGroup",0,782,"3-A/5. 1303X-7.7333-Q",0.5,0
"423",0,"man",423,0,3,"Zimmerman, Mr. Leo","male",29,0,0,"315082",7.875,"","S",1,7.875,1,108.875,0,29,"Zimmerman","noGroup",0,782,"3-31508X-7.875-S",0.5,0
"424",0,"woman",424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)","female",28,1,1,"347080",14.4,"","S",3,4.8,3,105.8,2,28,"Danbom","Danbom-3-34708X-14.4-S",0,2,"3-34708X-14.4-S",0,1
"425",0,"man",425,0,3,"Rosblom, Mr. Viktor Richard","male",18,1,1,"370129",20.2125,"","S",3,6.7375,3,107.7375,0,18,"Rosblom","noGroup",0,782,"3-37012X-20.2125-S",0.5,0
"426",0,"man",426,0,3,"Wiseman, Mr. Phillippe","male",30.1516245487365,0,0,"A/4. 34244",7.25,"","S",1,7.25,1,108.25,0,30.1516245487365,"Wiseman","noGroup",0,782,"3-A/4. 3424X-7.25-S",0.5,0
"427",1,"woman",427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)","female",28,1,0,"2003",26,"","S",2,13,2,214,2,28,"Clarke","noGroup",1,1,"2-200X-26-S",0.5,2
"428",0,"woman",428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")","female",19,0,0,"250655",26,"","S",2,13,1,214,2,19,"Phillips","noGroup",1,1,"2-25065X-26-S",0.5,2
"429",0,"man",429,0,3,"Flynn, Mr. James","male",30.1516245487365,0,0,"364851",7.75,"","Q",1,7.75,1,108.75,0,30.1516245487365,"Flynn","noGroup",0,782,"3-36485X-7.75-Q",0.5,0
"430",1,"man",430,1,3,"Pickard, Mr. Berk (Berk Trembisky)","male",32,0,0,"SOTON/O.Q. 392078",8.05,"E10","S",1,8.05,1,109.05,0,32,"Pickard","noGroup",1,782,"3-SOTON/O.Q. 39207X-8.05-S",0.5,0
"431",1,"man",431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan","male",28,0,0,"110564",26.55,"C52","S",1,26.55,1,327.55,0,28,"Bjornstrom-Steffansson","noGroup",1,782,"1-11056X-26.55-S",0.5,0
"432",0,"woman",432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)","female",30.1516245487365,1,0,"376564",16.1,"","S",2,8.05,2,109.05,2,30.1516245487365,"Thorneycroft","noGroup",1,1,"3-37656X-16.1-S",0.5,2
"433",1,"woman",433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)","female",42,1,0,"SC/AH 3085",26,"","S",2,13,2,214,2,42,"Louch","noGroup",1,1,"2-SC/AH 308X-26-S",0.5,2
"434",0,"man",434,0,3,"Kallio, Mr. Nikolai Erland","male",17,0,0,"STON/O 2. 3101274",7.125,"","S",1,7.125,1,108.125,0,17,"Kallio","noGroup",0,782,"3-STON/O 2. 310127X-7.125-S",0.5,0
"435",0,"man",435,0,1,"Silvey, Mr. William Baird","male",50,1,0,"13507",55.9,"E44","S",2,27.95,2,328.95,0,50,"Silvey","noGroup",0,782,"1-1350X-55.9-S",0.5,0
"436",1,"woman",436,1,1,"Carter, Miss. Lucile Polk","female",14,1,2,"113760",120,"B96 B98","S",4,30,4,331,1,-14,"Carter","Carter-1-11376X-120-S",1,3,"1-11376X-120-S",1,1
"437",0,"woman",437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""","female",21,2,2,"W./C. 6608",34.375,"","S",5,6.875,5,107.875,2,21,"Ford","Ford-3-W./C. 660X-34.375-S",0,3,"3-W./C. 660X-34.375-S",0,1
"438",1,"woman",438,1,2,"Richards, Mrs. Sidney (Emily Hocking)","female",24,2,3,"29106",18.75,"","S",3,6.25,6,207.25,2,24,"Richards","Richards-2-2910X-18.75-S",1,3,"2-2910X-18.75-S",1,1
"439",0,"man",439,0,1,"Fortune, Mr. Mark","male",64,1,4,"19950",263,"C23 C25 C27","S",6,43.8333333333333,6,344.833333333333,0,64,"Fortune","noGroup",0,782,"1-1995X-263-S",0.5,0
"440",0,"man",440,0,2,"Kvillner, Mr. Johan Henrik Johannesson","male",31,0,0,"C.A. 18723",10.5,"","S",1,10.5,1,211.5,0,31,"Kvillner","noGroup",0,782,"2-C.A. 1872X-10.5-S",0.5,0
"441",1,"woman",441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)","female",45,1,1,"F.C.C. 13529",26.25,"","S",3,8.75,3,209.75,2,45,"Hart","Hart-2-F.C.C. 1352X-26.25-S",1,2,"2-F.C.C. 1352X-26.25-S",1,1
"442",0,"man",442,0,3,"Hampe, Mr. Leon","male",20,0,0,"345769",9.5,"","S",1,9.5,1,110.5,0,20,"Hampe","noGroup",0,782,"3-34576X-9.5-S",0.5,0
"443",0,"man",443,0,3,"Petterson, Mr. Johan Emil","male",25,1,0,"347076",7.775,"","S",1,7.775,2,108.775,0,25,"Petterson","noGroup",0,782,"3-34707X-7.775-S",0.5,0
"444",1,"woman",444,1,2,"Reynaldo, Ms. Encarnacion","female",28,0,0,"230434",13,"","S",1,13,1,214,2,28,"Reynaldo","noGroup",1,1,"2-23043X-13-S",0.5,2
"445",1,"man",445,1,3,"Johannesen-Bratthammer, Mr. Bernt","male",30.1516245487365,0,0,"65306",8.1125,"","S",1,8.1125,1,109.1125,0,30.1516245487365,"Johannesen-Bratthammer","noGroup",1,782,"3-6530X-8.1125-S",0.5,0
"446",1,"boy",446,1,1,"Dodge, Master. Washington","male",4,0,2,"33638",81.8583,"A34","S",3,27.2861,3,328.2861,1,-4,"Dodge","Dodge-1-3363X-81.8583-S",1,2,"1-3363X-81.8583-S",1,1
"447",1,"woman",447,1,2,"Mellinger, Miss. Madeleine Violet","female",13,0,1,"250644",19.5,"","S",2,9.75,2,210.75,1,-13,"Mellinger","Mellinger-2-25064X-19.5-S",1,2,"2-25064X-19.5-S",1,1
"448",1,"man",448,1,1,"Seward, Mr. Frederic Kimber","male",34,0,0,"113794",26.55,"","S",1,26.55,1,327.55,0,34,"Seward","noGroup",1,782,"1-11379X-26.55-S",0.5,0
"449",1,"woman",449,1,3,"Baclini, Miss. Marie Catherine","female",5,2,1,"2666",19.2583,"","C",4,4.814575,4,105.814575,1,-5,"Baclini","Baclini-3-266X-19.2583-C",1,4,"3-266X-19.2583-C",1,1
"450",1,"man",450,1,1,"Peuchen, Major. Arthur Godfrey","male",52,0,0,"113786",30.5,"C104","S",1,30.5,1,331.5,0,52,"Peuchen","noGroup",1,782,"1-11378X-30.5-S",0.5,0
"451",1,"man",451,0,2,"West, Mr. Edwy Arthur","male",36,1,2,"C.A. 34651",27.75,"","S",4,6.9375,4,207.9375,0,36,"West","noGroup",0,782,"2-C.A. 3465X-27.75-S",0.5,0
"452",0,"man",452,0,3,"Hagland, Mr. Ingvald Olai Olsen","male",30.1516245487365,1,0,"65303",19.9667,"","S",1,19.9667,2,120.9667,0,30.1516245487365,"Hagland","noGroup",0,782,"3-6530X-19.9667-S",0.5,0
"453",0,"man",453,0,1,"Foreman, Mr. Benjamin Laventall","male",30,0,0,"113051",27.75,"C111","C",1,27.75,1,328.75,0,30,"Foreman","noGroup",0,782,"1-11305X-27.75-C",0.5,0
"454",1,"man",454,1,1,"Goldenberg, Mr. Samuel L","male",49,1,0,"17453",89.1042,"C92","C",2,44.5521,2,345.5521,0,49,"Goldenberg","noGroup",1,782,"1-1745X-89.1042-C",0.5,0
